Count,PMI,Phrases,TYPE 
17,11.44035467,four  years  of,
17,9.522910713,understanding  of  how,
17,16.06277455,may  miss  out,
17,8.601850061,in  a  shorter,
17,8.743206952,better  able  to,
17,6.329431387,to  determine  the,
17,15.19853167,become  an  integral,
17,11.2902862,of  first  impressions,
17,9.192791984,the  invention  of,
17,7.739223316,for  all  students,
17,3.950472347,to  the  individual,
17,9.714070909,having  more  time,
17,15.19885065,hand  working  alone,
17,9.473791592,that  comes  from,
17,1.50940743,of  the   ,
17,4.579235963,to  come  to,
17,8.689253418,   but  they,
17,11.40321963,provides  us  with,
17,6.420797096,with  others  and,
17,6.408520675,of  the  journey,
17,4.868836907,is  the  potential,
17,7.477343091,of  committing  to,
17,9.81833169,were  able  to,
17,8.798379284,why  it  is,
17,4.867636146,we  have  the,
17,9.486721656,be  willing  to,
17,4.449867263,in  school  can,
17,8.788980793,we  can  learn,
17,8.782422307,resulting  in  a,
17,9.798091715,own  decisions  is,
17,7.792583816,is  something  that,
17,6.240320354,the  challenge  of,
17,15.41295511,our  daily  lives,
17,11.55621454,it  gives  us,
17,8.612491563,if  students  are,
17,8.631900869,it  allows  students,
17,15.5992983,someone  else  s,
17,8.836521707,a  traditional  school,
17,6.42411753,the  pressure  of,
17,5.553818458,to  a  four,
17,9.780793224,deciding  on  a,
17,6.441385389,in  a  classroom,
17,8.882292283,more  quickly  and,
17,12.09883907,to  take  ownership,
17,11.45747825,the  three  year,
17,11.55072426,with  those  around,
17,11.49879579,the  best  choice,
17,14.74290269,growing  up  i,
17,8.614524697,give  us  the,
17,8.56198616,high  school  is,
17,8.968334341,would  need  to,
17,6.550216938,in  place  to,
17,8.357348089,a  curfew  for,
17,12.44929058,learn  from  each,
17,5.344997804,and  develop  a,
17,6.936654948,with  teachers  and,
17,13.32988395,more  than  just,
17,8.260739226,focused  on  the,
17,10.45969412,requiring  students  to,
17,7.575997901,them  to  become,
17,10.98760158,can  serve  as,
17,8.235894261,is  designed  to,
17,12.48917735,only  does  it,
17,10.97352196,people  believe  that,
17,13.22912712,extra  hour  and,
17,10.95105801,parents  and  teachers,
17,10.52391158,of  extracurricular  activities,
17,6.989513256,learn  from  the,
17,12.43705657,setting  an  example,
17,9.279304414,with  an  opportunity,
17,11.00321313,are  interested  in,
17,11.06074935,the  most  effective,
17,9.026734716,encourage  students  to,
17,13.67767562,participate  in  extracurricular,
17,8.349583499,the  older  students,
17,4.283857024,for  a  more,
17,13.65050483,course  of  action,
17,8.339633461,and  guidance  from,
17,7.662277267,the  fear  of,
17,5.885433768,it  can  make,
17,13.62047084,and  teachers  alike,
17,5.422762864,and  can  even,
17,8.303823296,parts  of  the,
17,7.916325833,else  is  the,
17,11.03479133,a  unique  opportunity,
17,10.37714506,effect  on  their,
17,13.1460299,impossible  to  change,
17,9.116183873,is  not  only,
17,7.578100909,we  can  make,
17,8.011195611,   when  you,
17,12.7968107,good  and  bad,
17,3.51465533,it  as  a,
17,5.79387485,is  the  most,
17,4.694622791,not  have  to,
17,12.64502649,important  than  knowledge,
17,8.008294908,but  can  also,
17,11.78351427,strong  sense  of,
17,8.005955672,can  be  hard,
17,10.83093159,could  result  in,
17,9.170107257,to  reflect  on,
17,12.70104062,other  hand  technology,
17,-1.238493015,the  and  the,
17,10.81518668,would  be  able,
17,5.680892945,of  the  importance,
17,12.80865942,phone  use  in,
17,10.67842317,to  decide  which,
17,11.80569948,a  strong  sense,
17,11.73628076,s  own  decisions,
17,12.5160009,for  instance  if,
17,9.13232877,the  potential  advantages,
17,13.09572033,choosing  a  career,
17,9.135711409,consider  the  potential,
17,7.016445416,a  commitment  to,
17,7.02405374,for  a  job,
17,5.797932366,of  the  body,
17,4.684641498,of  knowledge  and,
17,10.61144444,because  they  are,
17,8.161024998,has  become  a,
17,8.158578988,be  yourself  in,
17,8.146833215,have  the  power,
17,10.8896528,said  is  not,
17,7.042331232,we  can  also,
17,10.27646975,over  the  years,
17,4.653528109,which  is  the,
17,14.15660236,quickly  and  efficiently,
17,4.621100424,to  working  in,
17,6.657285126,with  access  to,
17,7.835207657,likely  to  have,
17,11.23654612,periods  of  time,
17,12.19427972,a  few  key,
17,11.22243696,my  own  life,
17,7.860216645,regardless  of  the,
17,10.08062343,is  an  effective,
17,11.2082582,providing  them  with,
17,9.564759861,to  work  towards,
17,8.947679486,the  implementation  of,
17,14.15293694,must  be  considered,
17,4.939331789,to  keep  the,
17,12.2289895,   which  means,
17,12.23209277,a  long  history,
17,14.09988598,crucial  role  in,
17,8.477367725,give  them  the,
17,4.382859976,of  failure  and,
17,10.03222781,also  help  us,
17,11.88452887,other  forms  of,
17,8.940176607,they  should  be,
17,4.417220541,and  resources  to,
17,1.259501507,students  and  the,
17,11.59935345,may  benefit  from,
17,9.950246029,access  to  resources,
17,3.683688353,in  a  school,
17,11.27215126,as  opposed  to,
17,9.987150646,proven  to  be,
17,5.515646917,the  school  s,
17,11.25753682,decided  to  take,
17,8.551460767,outside  of  their,
17,8.550839182,help  to  ensure,
17,11.24386443,is  incredibly  important,
17,4.621030674,is  that  students,
17,8.939871661,and  interact  with,
17,10.02809279,and  make  sure,
17,14.01481094,weigh  the  pros,
17,5.268199386,because  of  the,
17,5.960527946,additionally     the,
17,7.89450436,to  benefit  from,
17,11.63339932,opinions  of  others,
17,5.910578658,in  a  physical,
17,11.86399598,there  are  still,
17,10.20165852,lead  to  higher,
17,11.63014939,learning  has  become,
17,10.19198902,allowed  us  to,
17,17.81162803,our  comfort  zone,
17,4.020589709,and  knowledge  to,
17,9.370926266,comes  to  making,
17,4.966883441,them  with  the,
17,10.16510707,ways  in  which,
17,13.76864436,do  your  best,
17,13.91329706,day  by  two,
17,10.2284223,responsibility  for  their,
16,9.162761259,can  be  challenging,
16,16.55586424,profound  effect  on,
16,5.911849413,the  result  of,
16,6.024668535,that  success  is,
16,7.54773629,activities  that  are,
16,5.984593505,that  need  to,
16,11.66012658,variety  of  ways,
16,11.97121045,such  as  sports,
16,11.85677642,is  influenced  by,
16,8.854331841,whether  it  be,
16,11.78571644,from  one  another,
16,0.289530776,of  the  in,
16,9.335900006,we  can  gain,
16,5.721179591,to  provide  students,
16,8.911261191,the  decision  making,
16,4.698461993,and  understanding  of,
16,8.879989152,to  excel  in,
16,16.61812645,finishing  high  school,
16,9.15988084,if  a  person,
16,7.582948145,with  peers  and,
16,7.585923509,can  provide  an,
16,5.173797043,to  improve  the,
16,7.675142152,an  environment  of,
16,11.56844478,the  most  common,
16,7.512765284,is  best  for,
16,8.948237342,speaks  to  the,
16,18.25431229,fruits  and  vegetables,
16,9.373875713,to  rely  on,
16,6.184996552,a  plan  to,
16,1.39053103,and  have  the,
16,16.35454369,three  year  high,
16,9.122533752,i  want  to,
16,5.882123718,in  the  community,
16,11.72787021,is  an  integral,
16,5.914577786,their  skills  and,
16,5.953326049,the  field  of,
16,17.00210883,i  am  confident,
16,9.541440484,able  to  access,
16,9.541661961,own  decisions  can,
16,9.065237108,give  them  a,
16,8.869382567,to  communicate  with,
16,11.51456657,consider  the  pros,
16,5.648555581,and  a  lack,
16,11.54345916,strive  for  success,
16,3.808147571,to  do  the,
16,11.73835773,willing  to  take,
16,5.203957271,the  situation  and,
16,3.471647775,of  learning  and,
16,11.1481118,can  provide  valuable,
16,6.815482362,if  it  is,
16,8.423634491,finally  it  is,
16,11.12398509,the  real  world,
16,10.21277119,might  not  be,
16,12.31331177,"here  ""s""  a",
16,10.22983746,save  time  and,
16,7.301237859,it  is  ultimately,
16,8.382538871,which  can  make,
16,13.73269664,self  reliance  is,
16,13.46763691,n  t  be,
16,11.07313443,of  time  spent,
16,12.35641287,making  important  decisions,
16,7.27874309,time  to  learn,
16,13.5868046,has  its  advantages,
16,13.56653278,through  hard  work,
16,6.888417074,and  how  they,
16,8.302433208,that  have  been,
16,7.889261909,to  consider  when,
16,10.19161974,it  does  not,
16,10.18837845,someone  who  is,
16,10.17818026,time  with  family,
16,8.544737739,less  time  to,
16,14.4141987,provided  me  with,
16,10.03773813,long  way  in,
16,5.29339695,not  have  a,
16,10.09774976,those  in  need,
16,6.719130489,for  growth  and,
16,12.23544142,later  in  life,
16,4.366606733,school  students  to,
16,12.24745291,school  each  day,
16,6.73646249,be  a  beneficial,
16,12.29694015,foster  a  sense,
16,3.136359193,and  having  the,
16,3.143172163,students  to  be,
16,12.29771539,the  necessary  steps,
16,10.16443764,regardless  of  their,
16,13.53114065,learn  new  skills,
16,6.919416432,be  the  key,
16,8.544748793,can  still  be,
16,7.198148229,by  having  a,
16,10.88731596,to  gain  valuable,
16,10.65821204,resources  available  to,
16,7.058284115,world  it  is,
16,8.108062116,in  life  having,
16,8.107824737,a  result   ,
16,8.091296941,up  with  their,
16,5.375642053,to  a  greater,
16,8.009552725,to  ensure  they,
16,10.38212503,importance  of  being,
16,10.76295355,are  not  always,
16,10.76398793,great  way  for,
16,8.054012462,students  the  chance,
16,3.456619549,a  positive  and,
16,7.113585241,which  can  have,
16,10.79476282,be  an  incredibly,
16,12.67308748,taking  responsibility  for,
16,12.96745495,best  option  for,
16,12.97284661,be  done  if,
16,7.032381279,students  to  focus,
16,13.08619179,mental  and  emotional,
16,7.274246235,never  to  be,
16,11.01680783,important  factor  in,
16,12.42340966,often  said  that,
16,13.38566143,in  community  service,
16,10.40281243,are  looking  for,
16,13.32836124,meaningful  relationships  with,
16,6.949703302,failure  it  is,
16,6.969930608,and  engaging  in,
16,6.980387623,provide  a  more,
16,10.92506213,we  are  always,
16,8.195924761,ourselves  and  our,
16,8.193670871,break  from  the,
16,10.54935406,this  in  turn,
16,13.12277279,their  individual  needs,
16,7.011109153,understanding  of  their,
16,12.1935038,a  major  impact,
16,13.63372588,values  and  beliefs,
16,6.48029891,them  to  make,
16,9.643566529,can  be  easy,
16,6.531231613,and  ensure  that,
16,8.778620854,be  used  as,
16,7.465622301,is  beneficial  for,
16,11.29709209,to  know  someone,
16,8.712353636,from  a  variety,
16,9.887466229,give  students  an,
16,7.769346874,students  to  complete,
16,7.401747058,in  control  of,
16,6.376981944,students  with  an,
16,14.72148412,homework  club  can,
16,2.035573311,is  that  the,
16,8.679855036,ultimately  lead  to,
16,9.703631791,older  students  can,
16,7.427425346,make  it  more,
16,7.774031037,a  difference  in,
16,7.799697575,may  also  be,
16,14.94741719,powerful  tool  for,
16,11.43541297,to  remain  true,
16,8.64926363,that  comes  with,
16,9.716983948,a  better  future,
16,8.661061857,time  to  pursue,
16,15.03918015,reasons  firstly   ,
16,8.656988536,based  on  a,
16,8.591924983,in  groups  can,
16,8.576020591,cellphones  in  the,
16,4.913966656,   and  other,
16,14.55284707,positive  first  impression,
16,15.61080414,points  of  view,
16,12.17653918,a  significant  role,
16,9.600592214,the  necessary  skills,
16,15.14311082,meaningful  connections  with,
16,14.47950272,after  school  programs,
16,6.240682163,for  teachers  to,
16,14.47430491,learning  new  things,
16,14.60387567,will  depend  on,
16,14.63396171,(  )   ,
16,8.689405053,to  greater  success,
16,7.383168603,the  end  it,
16,5.167593506,to  develop  a,
16,4.414805142,to  gain  the,
16,7.74201804,life  having  a,
16,15.05817741,music  drama  and,
16,15.79489228,four  year  high,
16,9.74312172,that  no  one,
16,15.7040122,their  chosen  field,
15,8.260219146,is  a  common,
15,8.18526008,to  conform  to,
15,8.87328524,can  also  create,
15,9.119736286,be  encouraged  to,
15,9.116765778,on  an  individual,
15,7.630890743,can  go  a,
15,5.266876485,for  the  student,
15,7.453886758,when  making  a,
15,4.715038166,the  right  to,
15,7.947900337,the  states   ,
15,5.515549675,   they  can,
15,8.722713121,the  effectiveness  of,
15,7.202799594,to  make  better,
15,5.587661487,may  have  a,
15,8.025288062,be  the  difference,
15,5.72440529,with  the  skills,
15,6.24465801,is  the  ability,
15,8.800872653,able  to  use,
15,7.073495988,i  had  the,
15,7.066667522,the  issue  of,
15,7.058661332,to  appreciate  the,
15,7.484752021,there  was  a,
15,5.356322909,to  reach  a,
15,7.00085839,   you  are,
15,8.760027366,growth  and  success,
15,9.096495013,having  the  ability,
15,8.758973536,an  environment  that,
15,8.145846511,a  learning  experience,
15,7.032290437,with  the  necessary,
15,7.029508064,of  their  lives,
15,7.025740952,when  students  are,
15,8.742635065,decisions  in  life,
15,7.224844815,a  problem  is,
15,5.349254725,of  the  traditional,
15,7.710738029,the  initiative  to,
15,7.260219146,is  a  valuable,
15,5.020534701,example  is  the,
15,8.61100443,and  well  being,
15,7.424280548,that  they  may,
15,7.888109026,become  one  of,
15,8.985589809,to  those  around,
15,5.965174711,such  it  is,
15,6.783218711,for  schools  to,
15,7.738100736,factors  that  can,
15,8.912867862,each  of  these,
15,8.441178636,encourages  students  to,
15,6.058246449,they  can  have,
15,5.98266447,students  to  become,
15,8.447064556,us  to  develop,
15,7.392980713,are  a  great,
15,7.879239628,when  working  in,
15,7.820969988,because  it  is,
15,6.56389664,to  meet  the,
15,7.533649929,that  all  students,
15,6.718658523,we  can  not,
15,6.70101805,the  type  of,
15,8.529252841,easier  and  more,
15,4.932249554,may  be  a,
15,4.930038374,important  to  have,
15,6.645576959,and  become  more,
15,4.964682722,have  a  more,
15,5.282850998,to  take  their,
15,4.966652431,that  i  can,
15,6.887707325,benefits  that  can,
15,6.356709141,students  of  all,
15,9.077765441,make  a  good,
15,7.78852482,you  need  to,
15,9.073523838,phones  in  school,
15,5.418379086,of  the  key,
15,6.907622798,i  was  in,
15,6.613627385,as  a  person,
15,8.680262735,interact  with  the,
15,6.407143678,seen  in  the,
15,7.645041377,for  one  s,
15,8.892293355,we  can  create,
15,7.710007232,and  those  who,
15,6.865636254,and  how  we,
15,5.321550295,and  use  it,
15,7.293435767,it  is  beneficial,
15,8.655011983,hours  of  school,
15,8.356320242,a  group  also,
15,7.293438926,of  factors   ,
15,5.201613612,of  face  to,
15,6.823688534,additionally  it  can,
15,8.377207694,be  found  in,
15,5.443319509,to  lack  of,
15,6.197251632,the  influence  of,
15,9.670911125,but  there  are,
15,9.843565756,they  are  able,
15,15.87984072,an  extra  hour,
15,11.68302627,which  in  turn,
15,13.92892204,should  be  encouraged,
15,10.6748744,i  have  always,
15,12.05057924,participating  in  activities,
15,9.929456098,around  us  it,
15,17.50754504,an  optimistic  outlook,
15,12.85501544,those  who  do,
15,13.89036407,attend  classes  from,
15,3.156823295,and  the  potential,
15,13.87837449,they  do  n,
15,13.85070054,major  impact  on,
15,11.01421738,try  to  do,
15,10.66743523,take  control  of,
15,16.36158792,try  something  new,
15,10.59577117,i  wanted  to,
15,12.48368879,variety  of  perspectives,
15,11.04851122,students  may  feel,
15,11.47141458,more  in  depth,
15,16.28507655,negative  first  impression,
15,11.23679119,physical  activity  and,
15,13.02206632,better  equipped  to,
15,9.291107927,both  good  and,
15,10.61893027,of  self  confidence,
15,18.16786898,three  year  program,
15,11.6822562,of  self  esteem,
15,4.231831864,the  world  of,
15,12.3787247,technology  has  been,
15,10.63880224,making  one  s,
15,10.64252305,greater  understanding  of,
15,9.383824203,when  we  make,
15,12.45780157,phones  have  become,
15,9.875463585,can  give  us,
15,16.69736147,head  start  on,
15,10.12905388,can  shape  our,
15,10.86817377,away  from  their,
15,12.96535292,order  to  maximize,
15,14.17254731,our  self  esteem,
15,12.60673569,a  higher  level,
15,10.64489183,was  determined  to,
15,9.369673597,relying  on  the,
15,13.99929535,its  own  advantages,
15,11.48044985,ability  to  think,
15,11.47945861,leading  to  increased,
15,10.66074375,in  a  timely,
15,11.37254994,it  s  easy,
15,14.18967484,participating  in  extracurricular,
15,10.15989836,we  must  be,
15,14.06697095,there  are  countless,
15,12.13554912,sense  of  responsibility,
15,12.45092743,serves  as  an,
15,14.71244869,a  profound  effect,
15,9.434021397,provide  a  great,
15,10.25116502,an  atmosphere  of,
15,12.19370121,necessary  steps  to,
15,13.70873912,a  well  rounded,
15,11.80955301,as  simple  as,
15,10.25899431,can  be  changed,
15,11.47048249,engage  in  activities,
15,4.398780206,classes  in  the,
15,15.26886239,meet  new  people,
15,10.77066089,was  indeed  a,
15,12.56408818,student  s  academic,
15,9.712006028,opportunity  to  develop,
15,9.713058291,our  character  is,
15,9.519179727,the  prevalence  of,
15,4.48998388,that  can  have,
15,11.45359214,maintaining  a  positive,
15,9.517301017,you  try  to,
15,11.15953764,taking  advantage  of,
15,3.730933628,the  potential  of,
15,4.087455676,it  has  the,
15,12.17452542,it  may  seem,
15,12.70083957,reducing  the  amount,
15,10.36045589,it  helps  us,
15,10.90159294,in  spite  of,
15,9.202669538,from  home  can,
15,11.18092114,enabling  them  to,
15,10.38527753,can  help  improve,
15,11.22187613,this  allows  them,
15,13.2818647,step  back  and,
15,13.30144973,factor  in  achieving,
15,9.230458158,and  come  up,
15,9.771812983,be  applied  to,
15,9.798104426,additionally  students  may,
15,10.69438666,would  be  beneficial,
15,9.281292193,it  s  essential,
15,18.58394267,already  mastered  you,
15,9.672277309,prove  to  be,
15,10.82001574,time  to  relax,
15,12.36358013,what  kind  of,
15,11.39351399,in  my  opinion,
15,10.47185082,focused  on  their,
15,12.68741598,focused  and  motivated,
15,10.28023075,based  on  their,
15,14.66763796,has  enabled  us,
15,14.47665063,may  find  themselves,
15,11.12469322,can  be  overwhelming,
15,19.57585015,problem  solving  abilities,
15,13.11205615,a  common  goal,
15,4.582491575,can  provide  the,
15,12.74914862,use  their  cell,
15,9.798583274,a  sign  of,
14,5.522606573,of  stress  and,
14,11.5461112,to  complete  tasks,
14,6.599448702,their  education  and,
14,8.577027277,time  to  complete,
14,9.994302716,to  take  action,
14,11.34372562,our  own  lives,
14,4.405827623,work  in  a,
14,14.4782406,s  self  esteem,
14,14.46559232,during  this  period,
14,7.074485331,access  to  more,
14,8.141115482,important  to  ensure,
14,9.934882078,a  reminder  that,
14,2.542924624,of  time  to,
14,9.981558135,be  more  likely,
14,8.604348575,most  of  us,
14,4.371402909,their  time  and,
14,6.549568985,to  a  healthier,
14,10.70979627,making  our  own,
14,8.660635753,be  more  difficult,
14,12.01115483,is  often  said,
14,2.322668275,and  help  to,
14,11.59702929,in  many  aspects,
14,8.667109041,can  not  only,
14,9.806100359,kindness  can  have,
14,10.70523725,imagination  and  knowledge,
14,15.05286431,our  character  traits,
14,8.615210321,the  only  way,
14,8.689859465,when  trying  to,
14,6.372833802,is  also  an,
14,12.72572911,spend  more  time,
14,10.74321886,a  group  setting,
14,4.91640074,on  life  and,
14,8.07724017,for  instance  a,
14,6.347287443,that  they  have,
14,14.80541134,drama  and  art,
14,6.448403046,the  combination  of,
14,8.100125665,would  be  an,
14,12.17144853,the  debate  over,
14,12.76495092,their  child  s,
14,4.156564647,to  success  it,
14,11.56281433,can  be  immensely,
14,8.113114208,learning  a  new,
14,10.66554128,a  curfew  could,
14,7.709276138,have  a  good,
14,9.860216645,the  advent  of,
14,8.62741252,learning  can  provide,
14,14.77297115,makes  it  easier,
14,12.01255447,lack  of  motivation,
14,14.43521058,become  more  confident,
14,10.67553804,might  not  have,
14,5.073433439,and  how  it,
14,8.104485633,opportunity  to  take,
14,5.373627427,we  can  be,
14,8.560753613,have  a  strong,
14,14.18780553,done  if  we,
14,4.402942994,students  can  be,
14,3.957752813,to  a  new,
14,10.48563527,as  a  reminder,
14,4.286846767,students  it  is,
14,4.242851396,and  make  it,
14,4.985998776,can  have  on,
14,5.396352979,is  often  a,
14,7.436654549,are  likely  to,
14,13.64777251,have  become  increasingly,
14,13.06951045,a  lasting  impression,
14,7.782643437,with  a  variety,
14,10.24141697,an  alternative  to,
14,10.23922465,create  a  sense,
14,10.49725862,our  lives  we,
14,8.22106901,extra  time  to,
14,13.84160815,become  an  increasingly,
14,3.199966017,of  the  learning,
14,8.220646831,activities  can  help,
14,13.84722233,out  of  trouble,
14,7.027816265,the  world  s,
14,6.784928517,rest  of  the,
14,6.890316045,believe  that  the,
14,3.325995278,students  on  the,
14,10.48291022,more  confident  in,
14,10.32493551,work  and  determination,
14,6.939651112,nature  of  the,
14,13.30638984,been  linked  to,
14,7.422992407,out  of  our,
14,10.43373088,opportunity  to  grow,
14,13.39405889,stress  and  anxiety,
14,10.34262071,different  perspectives  and,
14,10.44684972,throughout  the  day,
14,10.32516705,been  found  to,
14,6.915485278,as  the  ability,
14,10.47429291,ownership  of  their,
14,12.09993842,of  self  worth,
14,13.2162635,a  large  amount,
14,10.30818481,start  on  their,
14,13.19407829,large  amount  of,
14,6.906053735,difference  in  the,
14,6.984073733,also  be  more,
14,7.419644053,of  the  primary,
14,13.51108688,you  will  never,
14,10.20784947,years  to  come,
14,7.028881404,their  phones  to,
14,11.36018449,to  try  something,
14,8.208139948,of  the  virus,
14,10.09381119,the  right  decision,
14,3.056708336,and  this  can,
14,10.57230441,rather  than  a,
14,12.8570433,sense  of  satisfaction,
14,7.450015293,learning  experience  and,
14,8.516229189,a  positive  first,
14,10.05365329,influenced  by  the,
14,6.679548265,students  as  they,
14,14.32893693,their  own  homes,
14,6.678347512,need  to  have,
14,6.676065593,that  you  have,
14,3.833007784,to  take  in,
14,10.60113119,it  harder  for,
14,5.176208844,students  to  work,
14,10.02962392,shown  that  students,
14,7.73387276,in  the  late,
14,14.41595509,before  making  any,
14,10.009216,can  be  helpful,
14,6.652721564,it  is  through,
14,7.383934108,with  a  negative,
14,12.71568545,younger  and  older,
14,10.56817049,experiences  such  as,
14,6.736337496,commitment  to  a,
14,10.17749874,not  be  available,
14,6.766433362,in  times  of,
14,10.17126008,their  children  are,
14,14.00543555,are  always  doing,
14,6.750436874,high  school  and,
14,5.051871752,to  work  with,
14,8.447050984,be  a  major,
14,10.15152084,is  an  incredibly,
14,8.463373864,to  decide  on,
14,10.1148078,much  may  be,
14,8.189835139,other  hand  a,
14,14.10761696,you  do  n,
14,14.14561763,has  been  found,
14,8.475348128,our  mistakes  and,
14,5.469537717,it  as  an,
14,4.371379728,can  help  a,
14,14.16183167,too  much  time,
14,7.048635661,during  the  school,
14,10.74593899,type  of  learning,
14,9.728313724,order  to  gain,
14,10.75204785,for  those  around,
14,17.12684042,has  been  linked,
14,8.944327913,they  may  also,
14,12.20519955,world  of  possibilities,
14,9.387727624,can  be  done,
14,11.85603165,has  many  benefits,
14,6.039429457,s  life  and,
14,6.033940721,true  that  the,
14,11.24300592,need  to  succeed,
14,9.378699661,beneficial  in  many,
14,5.345268385,the  material  and,
14,16.77770908,gain  insight  into,
14,7.251131176,have  the  ability,
14,4.627229238,and  energy  to,
14,11.66948841,amount  of  energy,
14,16.91500974,never  giving  up,
14,3.605939017,students  to  have,
14,6.014130854,of  which  are,
14,17.07964433,evolved  over  time,
14,7.649292538,i  had  a,
14,9.358725576,an  act  of,
14,6.056961099,this  is  an,
14,16.51337748,will  never  grow,
14,8.718616113,making  the  decision,
14,7.529104882,success  having  a,
14,12.5199763,although  there  are,
14,9.508164069,despite  the  potential,
14,16.0678157,mastered  you  will,
14,8.888872792,of  individuals  who,
14,9.488811946,when  compared  to,
14,4.579691424,of  making  a,
14,6.16772568,the  course  of,
14,16.16089714,build  self  confidence,
14,4.082556458,and  access  to,
14,9.407035749,younger  students  can,
14,11.91293727,from  all  over,
14,16.22457215,own  character  traits,
14,9.45345619,journey  to  success,
14,8.917941718,be  a  source,
14,8.927081743,"it  ""s""  not",
14,8.931257531,potential  advantages  and,
14,16.36302384,taking  into  account,
14,4.619046339,a  successful  and,
14,11.83935456,to  form  meaningful,
14,9.001609721,it  not  only,
14,3.595609398,the  benefits  and,
14,17.41951744,valuable  insight  into,
14,19.05468578,spending  time  outdoors,
14,12.35037533,fear  of  failure,
14,12.34993818,significant  role  in,
14,7.836520464,attitude  is  an,
14,5.674574551,the  states  the,
14,7.580108725,the  chances  of,
14,9.141781085,able  to  stay,
14,9.144009611,the  likelihood  of,
14,9.228905962,students  have  access,
14,3.976679316,to  a  student,
14,5.730933628,the  level  of,
14,5.70060017,to  keep  in,
14,11.75712534,my  own  experience,
14,11.22238468,stay  active  and,
14,7.877226713,can  make  us,
14,11.17875656,order  to  succeed,
14,5.690291643,instead  of  the,
14,9.177686073,can  also  give,
14,5.679732046,to  try  to,
14,5.665463944,lead  to  students,
14,18.90275471,critical  thinking  skills,
14,7.57021836,our  understanding  of,
14,9.063888703,to  consider  both,
14,7.939651112,the  perception  of,
14,17.43579126,our  true  selves,
14,4.640731105,of  a  student,
14,5.963338524,that  a  person,
14,5.634607046,for  me  to,
14,5.102112458,understanding  of  a,
14,12.42295795,i  realized  that,
14,17.75326312,easier  than  ever,
14,9.296544954,us  to  think,
14,9.096488988,give  up  and,
14,9.291197774,we  all  have,
14,11.0568577,lack  of  social,
14,4.736834229,the  sense  of,
14,5.127561644,to  students  who,
14,9.077878325,benefits  of  working,
14,11.06243267,referred  to  as,
14,9.088722318,having  the  right,
14,7.626281734,on  the  specific,
14,10.89552924,guidance  and  support,
14,16.43049942,the  flip  side,
14,10.41382886,caused  by  the,
14,1.76590859,and  the  school,
14,4.14916917,there  is  the,
14,15.61125593,famously  said  is,
14,6.312085285,and  stay  on,
14,11.61748055,different  cultures  and,
14,4.561992582,and  can  provide,
14,3.558185858,and  the  world,
14,15.55623749,almost  impossible  to,
14,8.820850668,of  their  comfort,
14,15.53876635,to  think  critically,
14,15.52456363,a  wider  range,
14,8.819838243,example  if  a,
14,5.268555123,how  to  be,
14,5.078707274,to  complete  the,
14,5.132073165,use  it  to,
14,12.64114606,my  own  experiences,
14,9.572604953,of  our  comfort,
14,6.254023097,be  true  to,
14,9.641335514,get  a  better,
14,8.797737071,become  a  better,
14,6.291544273,to  help  us,
14,9.643858785,to  spend  time,
14,15.50237842,wider  range  of,
14,4.519814047,and  explore  the,
14,11.97812529,not  only  will,
14,9.655077889,changing  the  school,
14,7.166447832,also  provide  a,
14,9.657900225,ensure  that  they,
14,8.033102867,an  individual  can,
14,10.82971462,for  instance  when,
14,7.687797656,students  would  be,
14,6.216360455,members  of  the,
14,6.236885315,is  the  right,
14,1.979719068,the  time  and,
14,4.106249002,of  life  in,
14,8.859349204,have  a  powerful,
14,9.533686325,become  a  successful,
14,6.186998944,for  college  and,
14,9.726031778,additionally  it  could,
14,4.579117808,with  the  people,
14,7.509325588,effects  on  the,
14,7.118215668,impact  on  a,
14,11.29305114,a  four  year,
14,10.75510114,key  to  achieving,
14,11.64016081,may  be  done,
14,10.88367581,with  hard  work,
14,9.567435692,able  to  gain,
14,8.286930275,will  be  more,
14,12.19768856,many  successful  people,
14,15.80404928,save  money  on,
13,11.32293834,online  and  video,
13,5.148245787,the  world  it,
13,7.016132014,college  or  the,
13,11.10384625,control  over  the,
13,11.18286942,i  chose  to,
13,7.137684309,means  that  the,
13,7.900112502,are  a  variety,
13,12.24157275,other  hand  if,
13,8.038158977,also  a  great,
13,12.35322203,spending  time  with,
13,8.041597056,and  older  students,
13,7.288158255,that  we  may,
13,12.10142378,being  mindful  of,
13,13.09624808,students  academic  performance,
13,5.020761746,and  reduce  the,
13,11.06753638,range  of  benefits,
13,7.137823542,of  an  individual,
13,11.06827759,being  yourself  is,
13,10.78861404,support  and  guidance,
13,11.44856192,order  to  determine,
13,12.33587868,several  factors  that,
13,8.099986656,attitude  can  also,
13,7.88279646,in  the  context,
13,12.29434762,primarily  due  to,
13,11.15155688,participate  in  activities,
13,4.251675758,and  out  of,
13,5.108854298,and  there  are,
13,12.74397443,their  own  schedule,
13,10.7763933,to  determine  if,
13,5.078520931,used  in  the,
13,10.73243331,are  capable  of,
13,13.22926107,major  role  in,
13,7.880469648,is  possible  that,
13,8.25839726,their  school  work,
13,12.73605688,some  argue  that,
13,13.19007679,this  could  include,
13,11.22754237,a  different  perspective,
13,7.308475562,when  a  student,
13,8.089249652,the  door  to,
13,12.71747972,is  n  t,
13,11.1124717,such  as  increased,
13,12.69012131,is  especially  true,
13,7.774391068,they  can  provide,
13,12.12327409,of  social  media,
